datetime,futures_open,futures_high,futures_low,futures_close,futures_volume,open_interest
2024-01-01 14:35:00,21788.70277869342,21826.042895289265,21766.914075914727,21804.238656632635,4662,585895
2024-01-01 14:40:00,21804.238656632635,21860.47857772545,21782.434417976,21838.639937787666,6420,771320
2024-01-01 14:45:00,21838.639937787666,21860.47857772545,21810.429823455124,21832.262085540664,3911,529658
2024-01-01 14:50:00,21832.262085540664,21859.231858203097,21810.429823455124,21837.394463739358,7897,887182
2024-01-01 14:55:00,21837.394463739358,21859.231858203097,21811.509476545238,21833.342819364603,6485,636746
2024-01-01 15:00:00,21833.342819364603,21855.176162183965,21779.45689703982,21801.258155195017,6838,790092
2024-01-01 15:05:00,21801.258155195017,21823.05941335021,21744.241837237627,21766.00784508271,1773,527749
2024-01-01 15:10:00,21766.00784508271,21787.77385292779,21727.826289512537,21749.575865377916,3144,755941
2024-01-01 15:15:00,21749.575865377916,21771.32544124329,21709.24731903978,21730.97829733712,6980,592356
2024-01-01 15:20:00,21730.97829733712,21752.709275634454,21686.661670565376,21708.370040605983,7397,628390
2024-01-01 15:25:00,21708.370040605983,21730.078410646587,21645.878873356276,21667.546419776052,9141,788822
2024-01-02 09:15:00,21667.546419776052,21760.132352462213,21645.878873356276,21738.39395850371,4237,648498
2024-01-02 09:20:00,21738.39395850371,21760.132352462213,21691.143459401756,21712.856315717472,9195,807562
2024-01-02 09:25:00,21712.856315717472,21756.905741651288,21691.143459401756,21735.17057108021,6582,625400
2024-01-02 09:30:00,21735.17057108021,21756.905741651288,21707.18409325945,21728.913006265717,7288,659752
2024-01-02 09:35:00,21728.913006265717,21750.64191927198,21698.200674225754,21719.920594820574,9356,871347
2024-01-02 09:40:00,21719.920594820574,21762.774610647703,21698.200674225754,21741.033577070633,2897,637240
2024-01-02 09:45:00,21741.033577070633,21767.998079471385,21719.292543493564,21746.251827643744,6433,700263
2024-01-02 09:50:00,21746.251827643744,21767.998079471385,21712.823060131966,21734.557617749717,3567,734929
2024-01-02 09:55:00,21734.557617749717,21756.292175367464,21616.04650128516,21637.68418547063,9130,603845
2024-01-02 10:00:00,21637.68418547063,21670.441740236824,21616.04650128516,21648.792947289538,6717,602209
2024-01-02 10:05:00,21648.792947289538,21686.679179413066,21627.144154342248,21665.01416524782,7752,763224
2024-01-02 10:10:00,21665.01416524782,21699.84129404248,21643.349151082573,21678.16313091157,3559,577333
2024-01-02 10:15:00,21678.16313091157,21699.84129404248,21645.639790387355,21667.30709748484,5637,681047
2024-01-02 10:20:00,21667.30709748484,21688.974404582324,21605.132743413753,21626.75950291667,1612,880451
2024-01-02 10:25:00,21626.75950291667,21648.386262419583,21599.05742505612,21620.678103159276,8746,798162
2024-01-02 10:30:00,21620.678103159276,21642.298781262434,21595.21484726462,21616.831678943563,2884,698723
2024-01-02 10:35:00,21616.831678943563,21638.448510622504,21563.93122143323,21585.5167381714,5024,847631
2024-01-02 10:40:00,21585.5167381714,21610.587330080685,21563.93122143323,21588.99833174894,4134,603424
2024-01-02 10:45:00,21588.99833174894,21634.405382670753,21567.40933341719,21612.792590080673,2622,573775
2024-01-02 10:50:00,21612.792590080673,21636.86182982642,21591.179797490593,21615.246583243177,4282,714432
2024-01-02 10:55:00,21615.246583243177,21636.86182982642,21585.010534876434,21606.617152028462,3610,774071
2024-01-02 11:00:00,21606.617152028462,21637.04610601343,21585.010534876434,21615.430675338095,4069,763088
2024-01-02 11:05:00,21615.430675338095,21637.04610601343,21586.540752930927,21608.14890183276,7486,552420
2024-01-02 11:10:00,21608.14890183276,21629.757050734588,21573.336783958017,21594.93171567369,2255,519503
2024-01-02 11:15:00,21594.93171567369,21616.52664738936,21563.807676685454,21585.39306975521,3660,772319
2024-01-02 11:20:00,21585.39306975521,21615.43675853524,21563.807676685454,21593.842915619625,5452,656002
2024-01-02 11:25:00,21593.842915619625,21622.888259196086,21572.249072704006,21601.286972223865,8102,634377
2024-01-02 11:30:00,21601.286972223865,21622.888259196086,21572.583399317038,21594.177576893933,5176,627412
2024-01-02 11:35:00,21594.177576893933,21627.720680607777,21572.583399317038,21606.11456604174,4686,731293
2024-01-02 11:40:00,21606.11456604174,21627.720680607777,21580.835172182786,21602.437609792578,6237,801681
2024-01-02 11:45:00,21602.437609792578,21624.040047402366,21577.588712756693,21599.18790065735,8661,610681
2024-01-02 11:50:00,21599.18790065735,21653.087982486606,21577.588712756693,21631.456525960646,1790,533136
2024-01-02 11:55:00,21631.456525960646,21653.087982486606,21589.35548088241,21610.966447329738,9416,730568
2024-01-02 12:00:00,21610.966447329738,21633.92516483613,21589.35548088241,21612.31285198415,4034,837768
2024-01-02 12:05:00,21612.31285198415,21642.20047938714,21590.700539132165,21620.579899487653,1225,720336
2024-01-02 12:10:00,21620.579899487653,21642.20047938714,21576.550945398743,21598.149094493237,6348,714545
2024-01-02 12:15:00,21598.149094493237,21667.050295363664,21576.550945398743,21645.404890473194,7466,580312
2024-01-02 12:20:00,21645.404890473194,21667.050295363664,21619.80036740625,21641.441809215466,4179,740600
2024-01-02 12:25:00,21641.441809215466,21682.135379555377,21619.80036740625,21660.474904650728,5223,860559
2024-01-02 12:30:00,21660.474904650728,21682.135379555377,21624.165128768687,21645.810939708397,8520,585992
2024-01-02 12:35:00,21645.810939708397,21673.05689150663,21624.165128768687,21651.40548602061,5066,714055
2024-01-02 12:40:00,21651.40548602061,21673.05689150663,21625.069871650016,21646.716588238254,5362,583117
2024-01-02 12:45:00,21646.716588238254,21668.36330482649,21604.22332916676,21625.849178345106,6023,561241
2024-01-02 12:50:00,21625.849178345106,21678.462362016122,21604.22332916676,21656.805556459665,5309,729716
2024-01-02 12:55:00,21656.805556459665,21678.462362016122,21620.72726518902,21642.369634823845,1246,701623
2024-01-02 13:00:00,21642.369634823845,21664.012004458666,21602.5053447492,21624.129474223424,6737,628923
2024-01-02 13:05:00,21624.129474223424,21645.753603697645,21593.34082880841,21614.955784593003,2618,535629
2024-01-02 13:10:00,21614.955784593003,21657.17964207655,21593.34082880841,21635.544097978574,9612,676323
2024-01-02 13:15:00,21635.544097978574,21657.17964207655,21588.472408676964,21610.08249116813,6160,513895
2024-01-02 13:20:00,21610.08249116813,21656.215544647617,21588.472408676964,21634.580963683937,2371,745488
2024-01-02 13:25:00,21634.580963683937,21673.61930406179,21612.946382720253,21651.96733672507,8728,892514
2024-01-02 13:30:00,21651.96733672507,21673.61930406179,21611.941251725493,21633.574826552045,5238,857488
2024-01-02 13:35:00,21633.574826552045,21655.208401378593,21610.332552499145,21631.96451701616,3612,821062
2024-01-02 13:40:00,21631.96451701616,21661.907941716807,21610.332552499145,21640.267674042767,3080,643864
2024-01-02 13:45:00,21640.267674042767,21661.907941716807,21612.80963081723,21634.444074892122,6919,825550
2024-01-02 13:50:00,21634.444074892122,21656.078518967013,21603.091482136108,21624.71619833444,5324,515430
2024-01-02 13:55:00,21624.71619833444,21657.36573715744,21603.091482136108,21635.730007150294,8797,539130
2024-01-02 14:00:00,21635.730007150294,21657.36573715744,21603.325246696753,21624.950196893646,3735,673572
2024-01-02 14:05:00,21624.950196893646,21677.12380510166,21603.325246696753,21655.468336764898,7083,890896
2024-01-02 14:10:00,21655.468336764898,21680.54915047999,21633.812868428133,21658.890260219774,8352,569120
2024-01-02 14:15:00,21658.890260219774,21683.723061301946,21637.231369959554,21662.061000301645,4058,561397
2024-01-02 14:20:00,21662.061000301645,21683.723061301946,21624.86990412988,21646.51642055043,6334,883356
2024-01-02 14:25:00,21646.51642055043,21676.41368621053,21624.86990412988,21654.75892728325,2153,554455
2024-01-02 14:30:00,21654.75892728325,21699.38779777246,21633.104168355963,21677.710087684776,5940,551078
2024-01-02 14:35:00,21677.710087684776,21699.38779777246,21652.586822750647,21674.26108383448,4079,531088
2024-01-02 14:40:00,21674.26108383448,21700.944918162935,21652.586822750647,21679.26565251043,1402,700127
2024-01-02 14:45:00,21679.26565251043,21718.16589187909,21657.586386857918,21696.469422456634,3975,743719
2024-01-02 14:50:00,21696.469422456634,21718.16589187909,21626.990544070173,21648.63918325343,8536,737163
2024-01-02 14:55:00,21648.63918325343,21691.46789279461,21626.990544070173,21669.798094699912,6919,502013
2024-01-02 15:00:00,21669.798094699912,21719.97325244262,21648.128296605213,21698.27497746516,7760,729823
2024-01-02 15:05:00,21698.27497746516,21719.97325244262,21646.342329527,21668.01033986687,1980,583640
2024-01-02 15:10:00,21668.01033986687,21689.678350206734,21632.497337912664,21654.151489402066,7680,593979
2024-01-02 15:15:00,21654.151489402066,21678.652721510207,21632.497337912664,21656.995725784425,3384,644537
2024-01-02 15:20:00,21656.995725784425,21699.181131977664,21635.33873005864,21677.503628349317,9990,696641
2024-01-02 15:25:00,21677.503628349317,21699.181131977664,21649.54380173287,21671.215016749622,2366,615184
2024-01-03 09:15:00,21671.215016749622,21692.88623176637,21604.616330662047,21626.242573235282,3938,658559
2024-01-03 09:20:00,21626.242573235282,21647.868815808513,21600.20530293212,21621.827130062182,2262,891189
2024-01-03 09:25:00,21621.827130062182,21645.10824346467,21600.20530293212,21623.484758705967,8659,698011
2024-01-03 09:30:00,21623.484758705967,21645.10824346467,21598.57280754949,21620.193000550044,7187,503219
2024-01-03 09:35:00,21620.193000550044,21641.81319355059,21572.3942062251,21593.98819441952,9495,895926
2024-01-03 09:40:00,21593.98819441952,21615.582182613936,21538.2574144475,21559.81723167918,3316,546994
2024-01-03 09:45:00,21559.81723167918,21622.75013672745,21538.2574144475,21601.14898773971,8909,873325
2024-01-03 09:50:00,21601.14898773971,21622.75013672745,21573.293540611914,21594.888429040955,1921,735046
2024-01-03 09:55:00,21594.888429040955,21616.483317469992,21560.235593509922,21581.817410920845,8114,644036
2024-01-03 10:00:00,21581.817410920845,21619.55893883295,21560.235593509922,21597.9609778551,7574,718210
2024-01-03 10:05:00,21597.9609778551,21619.55893883295,21561.572680088313,21583.155835924237,9612,790432
2024-01-03 10:10:00,21583.155835924237,21622.97245262666,21561.572680088313,21601.371081545116,6529,530714
2024-01-03 10:15:00,21601.371081545116,21622.97245262666,21560.428331857758,21582.01034219996,4809,765746
2024-01-03 10:20:00,21582.01034219996,21603.592352542157,21524.32646877567,21545.87234111679,2166,850168
2024-01-03 10:25:00,21545.87234111679,21599.982810696038,21524.32646877567,21578.404406289752,9731,766240
2024-01-03 10:30:00,21578.404406289752,21608.012053072005,21556.826001883463,21586.42562744456,7268,862782
2024-01-03 10:35:00,21586.42562744456,21615.987747001407,21564.839201817118,21594.393353647763,6331,833796
2024-01-03 10:40:00,21594.393353647763,21615.987747001407,21568.029180224516,21589.618799023538,6029,712147
2024-01-03 10:45:00,21589.618799023538,21611.20841782256,21540.760127700425,21562.322450150576,2460,791754
2024-01-03 10:50:00,21562.322450150576,21583.884772600722,21539.831097210874,21561.392489700575,5687,566815
2024-01-03 10:55:00,21561.392489700575,21582.95388219027,21538.568435423702,21560.128563987688,6357,749005
2024-01-03 11:00:00,21560.128563987688,21585.33667981361,21538.568435423702,21563.772906906703,5739,603253
2024-01-03 11:05:00,21563.772906906703,21595.162511015315,21542.209133999797,21573.588922093222,1327,827729
2024-01-03 11:10:00,21573.588922093222,21599.977900040958,21552.01533317113,21578.39950054042,6238,538419
2024-01-03 11:15:00,21578.39950054042,21606.34219093489,21556.82110103988,21584.757433501392,9543,629213
2024-01-03 11:20:00,21584.757433501392,21609.93262071258,21563.17267606789,21588.344276436146,6132,804878
2024-01-03 11:25:00,21588.344276436146,21609.93262071258,21547.839609578492,21569.40901859709,5732,621898
2024-01-03 11:30:00,21569.40901859709,21601.46467191304,21547.839609578492,21579.884787125917,4908,618276
2024-01-03 11:35:00,21579.884787125917,21601.46467191304,21545.298678726067,21566.86554427034,6291,733422
2024-01-03 11:40:00,21566.86554427034,21631.5748787265,21545.298678726067,21609.96491381269,9425,760855
2024-01-03 11:45:00,21609.96491381269,21631.5748787265,21577.629399056743,21599.228627684428,4122,713057
2024-01-03 11:50:00,21599.228627684428,21620.82785631211,21557.795618528373,21579.374993521895,5876,899755
2024-01-03 11:55:00,21579.374993521895,21600.954368515413,21547.85094453539,21569.42036490029,3728,783898
2024-01-03 12:00:00,21569.42036490029,21605.659839729262,21547.85094453539,21584.0757639653,8995,766367
2024-01-03 12:05:00,21584.0757639653,21605.659839729262,21543.444240779336,21565.009250029365,2823,658392
2024-01-03 12:10:00,21565.009250029365,21604.90425781545,21543.444240779336,21583.320936878576,4500,811483
2024-01-03 12:15:00,21583.320936878576,21605.91066982624,21561.737615941696,21584.32634348276,5073,636374
2024-01-03 12:20:00,21584.32634348276,21605.91066982624,21512.59046360946,21534.124588197657,2230,873313
2024-01-03 12:25:00,21534.124588197657,21555.65871278585,21509.062271720617,21530.592864585204,5395,856295
2024-01-03 12:30:00,21530.592864585204,21552.123457449787,21502.575762940185,21524.09986280299,7051,715880
2024-01-03 12:35:00,21524.09986280299,21564.446033024284,21502.575762940185,21542.903129894392,2476,783385
2024-01-03 12:40:00,21542.903129894392,21584.95441317237,21521.360226764496,21563.391022150223,3023,795578
2024-01-03 12:45:00,21563.391022150223,21584.95441317237,21533.56525399755,21555.12037437192,3596,687803
2024-01-03 12:50:00,21555.12037437192,21576.67549474629,21528.639666287105,21550.189856143246,8840,804036
2024-01-03 12:55:00,21550.189856143246,21591.905999225164,21528.639666287105,21570.335663561604,8121,792942
2024-01-03 13:00:00,21570.335663561604,21603.959887603174,21548.765327898043,21582.377510093083,3430,636210
2024-01-03 13:05:00,21582.377510093083,21603.959887603174,21541.026625725557,21562.589214940497,8954,876285
2024-01-03 13:10:00,21562.589214940497,21601.409395499897,21541.026625725557,21579.829565933964,7943,755922
2024-01-03 13:15:00,21579.829565933964,21601.409395499897,21553.82282332948,21575.39822155103,1533,602156
2024-01-03 13:20:00,21575.39822155103,21596.97361977258,21545.775853388837,21567.34319658542,2256,700748
2024-01-03 13:25:00,21567.34319658542,21604.06324706907,21545.775853388837,21582.480766302768,2657,679973
2024-01-03 13:30:00,21582.480766302768,21604.06324706907,21558.537550507277,21580.11766817545,2752,775677
2024-01-03 13:35:00,21580.11766817545,21619.257361853197,21558.537550507277,21597.65970215105,7713,608672
2024-01-03 13:40:00,21597.65970215105,21619.257361853197,21567.74815798725,21589.337495482734,3978,873498
2024-01-03 13:45:00,21589.337495482734,21610.926832978213,21546.04289235562,21567.61050285848,5332,859653
2024-01-03 13:50:00,21567.61050285848,21589.97461688452,21546.04289235562,21568.40621067385,4653,812088
2024-01-03 13:55:00,21568.40621067385,21600.15230565293,21546.837804463175,21578.57373192101,4013,558594
2024-01-03 14:00:00,21578.57373192101,21611.706809006,21556.99515818909,21590.116692313688,9892,708793
2024-01-03 14:05:00,21590.116692313688,21615.125733021825,21568.526575621374,21593.532200821006,8652,641586
2024-01-03 14:10:00,21593.532200821006,21641.697350449664,21571.938668620183,21620.07727317649,8100,632422
2024-01-03 14:15:00,21620.07727317649,21641.697350449664,21548.2507398981,21569.82056045856,5866,855086
2024-01-03 14:20:00,21569.82056045856,21601.139695351758,21548.2507398981,21579.560135216543,2764,809462
2024-01-03 14:25:00,21579.560135216543,21601.139695351758,21550.226494563238,21571.798292856092,2122,584195
2024-01-03 14:30:00,21571.798292856092,21593.370091148947,21540.420819387196,21561.982802189385,4830,850314
2024-01-03 14:35:00,21561.982802189385,21583.544784991573,21517.12725790373,21538.665923827557,7700,731293
2024-01-03 14:40:00,21538.665923827557,21579.1456910873,21517.12725790373,21557.588102984315,3958,759207
2024-01-03 14:45:00,21557.588102984315,21579.1456910873,21518.498469747225,21540.03850825548,2540,575805
2024-01-03 14:50:00,21540.03850825548,21591.636278414328,21518.498469747225,21570.066212202128,9714,820609
2024-01-03 14:55:00,21570.066212202128,21591.636278414328,21539.17501654299,21560.735752295288,6467,762752
2024-01-03 15:00:00,21560.735752295288,21582.29648804758,21517.20211156997,21538.740852422394,8053,615471
2024-01-03 15:05:00,21538.740852422394,21570.406940937053,21517.20211156997,21548.8580828542,6670,731765
2024-01-03 15:10:00,21548.8580828542,21570.406940937053,21479.965863996105,21501.467331327432,2738,893383
2024-01-03 15:15:00,21501.467331327432,21548.11208245219,21479.965863996105,21526.58549695524,5189,619467
2024-01-03 15:20:00,21526.58549695524,21548.11208245219,21483.100850380873,21504.60545583671,3533,630885
2024-01-03 15:25:00,21504.60545583671,21546.6033283002,21483.100850380873,21525.078250050152,6269,670615
2024-01-04 09:15:00,21525.078250050152,21640.259645241604,21503.5531718001,21618.641004237368,9690,634328
2024-01-04 09:20:00,21618.641004237368,21640.259645241604,21595.210601927967,21616.827429357323,3418,895695
2024-01-04 09:25:00,21616.827429357323,21638.44425678668,21592.871176893368,21614.485662555922,6076,851655
2024-01-04 09:30:00,21614.485662555922,21636.100148218477,21576.107075693966,21597.70478047444,1484,692550
2024-01-04 09:35:00,21597.70478047444,21646.35135612572,21576.107075693966,21624.72662949623,1664,804083
2024-01-04 09:40:00,21624.72662949623,21646.35135612572,21588.531146222645,21610.141287510156,4454,757974
2024-01-04 09:45:00,21610.141287510156,21632.77988081843,21588.531146222645,21611.168712106326,1627,601120
2024-01-04 09:50:00,21611.168712106326,21632.77988081843,21588.71293394659,21610.323257203792,9923,771126
2024-01-04 09:55:00,21610.323257203792,21631.933580460995,21580.09096553727,21601.692658195465,5287,873477
2024-01-04 10:00:00,21601.692658195465,21669.40718828758,21580.09096553727,21647.759428858724,6166,812770
2024-01-04 10:05:00,21647.759428858724,21669.40718828758,21609.006361841733,21630.636998840575,4874,819421
2024-01-04 10:10:00,21630.636998840575,21652.267635839413,21594.469928054288,21616.086014068358,5540,740754
2024-01-04 10:15:00,21616.086014068358,21669.907596716395,21594.469928054288,21648.25933737902,8476,602305
2024-01-04 10:20:00,21648.25933737902,21669.907596716395,21611.498530327255,21633.131661989246,1707,576176
2024-01-04 10:25:00,21633.131661989246,21673.965172405366,21611.498530327255,21652.312859545822,9624,736847
2024-01-04 10:30:00,21652.312859545822,21673.965172405366,21615.280104848654,21636.917021870526,9664,872314
2024-01-04 10:35:00,21636.917021870526,21666.94586439875,21615.280104848654,21645.300563834917,1047,888404
2024-01-04 10:40:00,21645.300563834917,21670.25271561638,21623.65526327108,21648.60411150488,2914,525702
2024-01-04 10:45:00,21648.60411150488,21670.25271561638,21624.60618314041,21646.25243557599,2105,561541
2024-01-04 10:50:00,21646.25243557599,21667.898688011563,21603.28246677606,21624.90737415021,4180,604330
2024-01-04 10:55:00,21624.90737415021,21659.610018202384,21603.28246677606,21637.97204615623,9549,652206
2024-01-04 11:00:00,21637.97204615623,21662.243647882562,21616.334074110073,21640.603044837728,1567,773497
2024-01-04 11:05:00,21640.603044837728,21668.819943823826,21618.96244179289,21647.172771052778,9671,867754
2024-01-04 11:10:00,21647.172771052778,21698.033286125577,21625.525598281725,21676.356929196383,1866,824910
2024-01-04 11:15:00,21676.356929196383,21698.033286125577,21634.17056305289,21655.826389442333,2028,607247
2024-01-04 11:20:00,21655.826389442333,21677.482215831773,21619.755013924856,21641.39641033519,2813,808740
2024-01-04 11:25:00,21641.39641033519,21685.242271316216,21619.755013924856,21663.578692623596,4728,714224
2024-01-04 11:30:00,21663.578692623596,21691.423892513478,21641.915113930972,21669.754138375105,6513,869498
2024-01-04 11:35:00,21669.754138375105,21691.423892513478,21637.35536165718,21659.014376033214,4526,750174
2024-01-04 11:40:00,21659.014376033214,21680.673390409243,21609.620613481053,21631.2518653464,5803,880692
2024-01-04 11:45:00,21631.2518653464,21668.5498172847,21609.620613481053,21646.902914370334,7569,679062
2024-01-04 11:50:00,21646.902914370334,21684.715691621564,21625.256011455964,21663.052638982583,2050,570264
2024-01-04 11:55:00,21663.052638982583,21684.715691621564,21621.09207162012,21642.73480642655,9318,826900
2024-01-04 12:00:00,21642.73480642655,21680.556990819092,21621.09207162012,21658.89809272637,7278,692357
2024-01-04 12:05:00,21658.89809272637,21680.556990819092,21636.567617127177,21658.225842970147,2652,824697
2024-01-04 12:10:00,21658.225842970147,21679.884068813113,21616.923706751506,21638.562269020527,9199,786173
2024-01-04 12:15:00,21638.562269020527,21672.500136120852,21616.923706751506,21650.84928683402,5708,682923
2024-01-04 12:20:00,21650.84928683402,21672.500136120852,21613.00614186498,21634.640782647624,6318,736655
2024-01-04 12:25:00,21634.640782647624,21682.71373563221,21613.00614186498,21661.052682949263,6859,750805
2024-01-04 12:30:00,21661.052682949263,21686.12727133008,21639.391630266313,21664.46280852156,7615,518384
2024-01-04 12:35:00,21664.46280852156,21686.12727133008,21637.623185154673,21659.282467622295,9370,587926
2024-01-04 12:40:00,21659.282467622295,21713.02633028728,21637.623185154673,21691.334995291993,7593,664079
2024-01-04 12:45:00,21691.334995291993,21713.02633028728,21633.10325434924,21654.758012361603,4595,720431
2024-01-04 12:50:00,21654.758012361603,21690.451664934306,21633.10325434924,21668.782882052255,5910,744665
2024-01-04 12:55:00,21668.782882052255,21690.451664934306,21645.446514527623,21667.113628155777,4254,563182
2024-01-04 13:00:00,21667.113628155777,21707.847284422292,21645.446514527623,21686.161123298996,5453,668531
2024-01-04 13:05:00,21686.161123298996,21707.847284422292,21637.28532518467,21658.94426945412,3423,696483
2024-01-04 13:10:00,21658.94426945412,21709.240065315495,21637.28532518467,21687.552512802693,9108,502015
