datetime,atm_strike,call_iv,put_iv,call_oi,put_oi,call_volume,put_volume
2024-01-01 12:55:00,21750.0,0.1303226006577642,0.1121015060839528,156579,152593,1311,1241
2024-01-01 13:00:00,21750.0,0.1647893526175905,0.1473010687787488,422352,470526,752,3983
2024-01-01 13:05:00,21750.0,0.21085955030930956,0.20702156219613388,119129,109320,3466,4152
2024-01-01 13:10:00,21750.0,0.14936141483736795,0.13261546584026443,289068,387692,4638,1194
2024-01-01 13:15:00,21750.0,0.14877753385863488,0.1535447390052244,290550,399748,1700,4242
2024-01-01 13:20:00,21750.0,0.13300285721182775,0.14369204690228624,112497,102724,3580,1753
2024-01-01 13:25:00,21750.0,0.1219366957870297,0.13696675280932075,455017,340137,4943,4313
2024-01-01 13:30:00,21750.0,0.1878835532939891,0.19011667904545887,491252,362179,1270,566
2024-01-01 13:35:00,21750.0,0.1411628116000059,0.14920239099843347,198234,414342,1197,2943
2024-01-01 13:40:00,21750.0,0.1465546659372226,0.13733408862469143,475824,208240,906,2111
2024-01-01 13:45:00,21750.0,0.16915731592803382,0.17721805336657173,415967,382344,3893,3873
2024-01-01 13:50:00,21750.0,0.12533625451170805,0.14281815061424252,298629,220733,1464,848
2024-01-01 13:55:00,21750.0,0.1774117605492013,0.158795392848593,376455,368323,3339,3048
2024-01-01 14:00:00,21800.0,0.134672857490581,0.12170580748890943,135792,398428,4707,4202
2024-01-01 14:05:00,21800.0,0.17893055369032843,0.18324468573460134,420699,306086,4573,2402
2024-01-01 14:10:00,21800.0,0.1899758360020931,0.19128615109099092,484745,488481,1453,4346
2024-01-01 14:15:00,21800.0,0.13023344288278257,0.11864823463838513,392098,220825,1750,2881
2024-01-01 14:20:00,21800.0,0.16140559878195682,0.1738787524579332,385368,188187,1776,1840
2024-01-01 14:25:00,21800.0,0.18944001577277453,0.17447949229846205,157530,329911,4172,3874
2024-01-01 14:30:00,21800.0,0.16141792695269025,0.15673319436022978,326979,139680,1539,4850
2024-01-01 14:35:00,21800.0,0.12499534589460871,0.12022233567798657,372710,135559,3430,884
2024-01-01 14:40:00,21800.0,0.17358964059155116,0.1705240822699024,404167,286557,961,1734
2024-01-01 14:45:00,21850.0,0.1863794645219789,0.17031255269460843,234197,123502,4430,4193
2024-01-01 14:50:00,21800.0,0.17148891120583085,0.18558278236156286,363585,404342,2505,1934
2024-01-01 14:55:00,21800.0,0.21445947559908135,0.19952464429754907,175758,264328,1015,1347
2024-01-01 15:00:00,21800.0,0.17865550405019928,0.16223645543443957,357956,462849,2993,2267
2024-01-01 15:05:00,21750.0,0.21034019152878836,0.22458197442161776,446243,274731,2678,602
2024-01-01 15:10:00,21750.0,0.13374747041462376,0.11900351377795329,356303,158542,1065,3977
2024-01-01 15:15:00,21700.0,0.13392763472507585,0.13080395433324576,226263,463771,3140,3602
2024-01-01 15:20:00,21700.0,0.20073912887095238,0.20453720778823958,297895,337244,4226,1121
2024-01-01 15:25:00,21700.0,0.15976768369855335,0.1744111202601053,196596,377828,1085,2195
2024-01-02 09:15:00,21700.0,0.13653541971169328,0.14883242371105346,437310,278807,4346,4554
2024-01-02 09:20:00,21700.0,0.2127508580396034,0.22905142833887987,174585,415616,1420,891
2024-01-02 09:25:00,21750.0,0.15477658597455066,0.15786923377460435,434724,225051,3859,2590
2024-01-02 09:30:00,21700.0,0.19508121031361556,0.1887297481042015,474512,444287,1364,506
2024-01-02 09:35:00,21750.0,0.19259979853504516,0.19875752133468588,139862,356598,673,618
2024-01-02 09:40:00,21750.0,0.208330609120581,0.19936060500351638,373532,268852,2863,3979
2024-01-02 09:45:00,21750.0,0.18236722070556088,0.16287854491106885,414215,444412,4767,2701
2024-01-02 09:50:00,21700.0,0.19509424340273374,0.1804575449406968,125455,204874,4603,2155
2024-01-02 09:55:00,21650.0,0.15488983419778424,0.14002228966206176,363380,366001,2713,2166
2024-01-02 10:00:00,21650.0,0.1469927891765026,0.1589087821443609,109066,329784,2680,1337
2024-01-02 10:05:00,21650.0,0.2095886218196067,0.22231522324737094,454119,331341,3481,3671
2024-01-02 10:10:00,21650.0,0.1628091189871295,0.15283688133574425,286678,229531,4305,2834
2024-01-02 10:15:00,21650.0,0.21648400471483856,0.22716568267102485,135656,292979,4139,4740
2024-01-02 10:20:00,21650.0,0.18634414978184483,0.17827431999397567,196449,465742,925,742
2024-01-02 10:25:00,21600.0,0.18216957202091216,0.18112278933602274,443956,149272,2485,3853
2024-01-02 10:30:00,21600.0,0.1314745972953375,0.11494579376918995,104511,152032,4642,2096
2024-01-02 10:35:00,21550.0,0.21494892587070713,0.21395994830525056,190923,259907,605,3951
2024-01-02 10:40:00,21600.0,0.16499121334799405,0.1772371180993992,259417,141584,1680,733
2024-01-02 10:45:00,21600.0,0.17783896143871317,0.1918347028427359,477272,215923,1312,2085
2024-01-02 10:50:00,21600.0,0.1608136802761281,0.15049787067413328,334645,481258,1122,1505
2024-01-02 10:55:00,21600.0,0.14370269802430277,0.13198667794618169,102296,364906,3612,4712
2024-01-02 11:00:00,21600.0,0.21033795205622538,0.19613408190859905,491628,385378,4987,4745
2024-01-02 11:05:00,21600.0,0.17736794866722858,0.18623375335552395,263401,222470,3055,1692
2024-01-02 11:10:00,21600.0,0.12028703270311589,0.11349111991069608,454482,141622,948,3785
2024-01-02 11:15:00,21600.0,0.18171449136207238,0.18175199550670768,298672,230567,1750,3675
2024-01-02 11:20:00,21600.0,0.15266449017720962,0.15651971025089415,155693,352984,1689,1882
2024-01-02 11:25:00,21600.0,0.17270581022576093,0.16045511387010233,475573,379460,4746,2658
2024-01-02 11:30:00,21600.0,0.20859420993107747,0.20274167274189314,307757,239921,1703,2230
2024-01-02 11:35:00,21600.0,0.15572697600024998,0.14630867984651258,301526,131451,1372,1876
2024-01-02 11:40:00,21600.0,0.21085351509197992,0.22312287031508055,100855,312665,855,2323
2024-01-02 11:45:00,21600.0,0.18233601157918028,0.17242102639317736,257987,337296,707,4161
2024-01-02 11:50:00,21600.0,0.12158212428465562,0.109252368549456,299978,392733,3526,4260
2024-01-02 11:55:00,21600.0,0.21294372337437611,0.1970039320865255,340592,455116,3433,2437
2024-01-02 12:00:00,21600.0,0.18908969175169238,0.17543047457834499,329588,456768,1891,3388
2024-01-02 12:05:00,21600.0,0.21973228504514805,0.23856570662971868,263677,156357,1672,2975
2024-01-02 12:10:00,21600.0,0.13723405083453286,0.13101316508256114,400878,161195,1771,4925
2024-01-02 12:15:00,21650.0,0.13371357496288777,0.1137922499712334,447908,390790,4340,1676
2024-01-02 12:20:00,21650.0,0.21325954630371635,0.230262299484962,372649,311628,1794,548
2024-01-02 12:25:00,21650.0,0.18968181614899002,0.20077764239859686,179457,358070,4625,1624
2024-01-02 12:30:00,21650.0,0.12660001727220624,0.14282244693331766,168518,459896,4498,4951
2024-01-02 12:35:00,21650.0,0.19554630526024663,0.17762664524522515,317067,423806,4583,4955
2024-01-02 12:40:00,21650.0,0.19538761884612466,0.17906166129673368,209090,468842,737,2612
2024-01-02 12:45:00,21650.0,0.21230245355464833,0.21136147769246166,332412,270982,1227,3170
2024-01-02 12:50:00,21650.0,0.19115247586284717,0.1966843681114961,340990,417206,4996,1532
2024-01-02 12:55:00,21650.0,0.13242709619721646,0.11735407196056134,162476,217258,894,2973
2024-01-02 13:00:00,21600.0,0.12198801338397955,0.12035085904437039,308542,332096,4652,3761
2024-01-02 13:05:00,21600.0,0.12262109868777192,0.1371301310559941,375386,422883,1426,982
2024-01-02 13:10:00,21600.0,0.12283064880207946,0.12986457250742395,291598,452492,3207,3836
2024-01-02 13:15:00,21600.0,0.1446211067603046,0.15061145288131775,296401,480465,1734,4899
2024-01-02 13:20:00,21600.0,0.20600279486828882,0.22387211228892515,404474,382829,1799,799
2024-01-02 13:25:00,21600.0,0.17388310643416527,0.18515205399330126,406258,370419,4580,1910
2024-01-02 13:30:00,21650.0,0.17528219786857657,0.18966388057298064,482149,414033,2461,2139
2024-01-02 13:35:00,21650.0,0.2042030892359606,0.18794192544214403,191823,266576,2531,2945
2024-01-02 13:40:00,21650.0,0.13241733151199112,0.13425650029395428,494266,378959,831,2796
2024-01-02 13:45:00,21650.0,0.14791836790111396,0.14642985904059852,453523,473999,880,4716
2024-01-02 13:50:00,21650.0,0.1785759271458288,0.17912251550503758,154926,117933,1494,1473
2024-01-02 13:55:00,21650.0,0.21695957483196746,0.21643580809732954,405390,239168,804,1433
2024-01-02 14:00:00,21650.0,0.17610302192557098,0.17458145226610516,276994,114309,4446,4509
2024-01-02 14:05:00,21650.0,0.1218647289372943,0.13673999027982564,439439,455473,4426,4122
2024-01-02 14:10:00,21650.0,0.20006326726806162,0.21843354452671926,174614,202468,950,2146
2024-01-02 14:15:00,21650.0,0.14329742738410203,0.12547294752891483,477739,392298,1938,3314
2024-01-02 14:20:00,21650.0,0.2007105195618779,0.21441903904794954,145001,400775,1720,2339
2024-01-02 14:25:00,21650.0,0.15878606440641718,0.15158246253536992,295984,478713,3398,1477
2024-01-02 14:30:00,21650.0,0.20635418545594286,0.20806960765205143,474403,340882,3800,3125
2024-01-02 14:35:00,21700.0,0.19471216427371846,0.21336315115659835,151393,433225,1683,3933
2024-01-02 14:40:00,21650.0,0.17562402339904187,0.16821941801421264,302844,366111,3886,1675
2024-01-02 14:45:00,21700.0,0.1336455225660685,0.11775963749731093,228574,146519,1960,3654
2024-01-02 14:50:00,21650.0,0.12599176895122116,0.13561112581368304,228061,145567,2201,3274
2024-01-02 14:55:00,21650.0,0.13213434557407372,0.14293505753588265,234337,274818,3629,1953
2024-01-02 15:00:00,21700.0,0.12445518785447617,0.12662740090118738,303629,463283,4201,4215
2024-01-02 15:05:00,21650.0,0.1307494129106093,0.11853612153912059,104028,233561,980,771
2024-01-02 15:10:00,21650.0,0.14257093386078545,0.16183907013872653,278661,330725,2416,4134
2024-01-02 15:15:00,21650.0,0.19129889803826766,0.18519530374684665,231377,219463,3686,1343
2024-01-02 15:20:00,21650.0,0.17597169820541425,0.18406698134608668,270807,100716,2884,4203
2024-01-02 15:25:00,21650.0,0.12125559801591158,0.13685658273384724,375812,215847,4920,4233
2024-01-03 09:15:00,21600.0,0.12719742796894867,0.11060969600408031,316190,362289,4912,1113
2024-01-03 09:20:00,21600.0,0.2167276330000272,0.20940244114498127,343872,396863,3220,2309
2024-01-03 09:25:00,21600.0,0.1768100461919942,0.19144031295304587,111831,289704,2548,4656
2024-01-03 09:30:00,21600.0,0.14032932346609905,0.15654662060158359,448929,332561,1365,3461
2024-01-03 09:35:00,21600.0,0.14523257445703233,0.15352760117379646,490988,466843,4234,3904
2024-01-03 09:40:00,21550.0,0.1943825854075093,0.19417445163508937,438736,383419,4752,2144
2024-01-03 09:45:00,21550.0,0.13954294811093187,0.14621372333357766,123850,298814,3947,1218
2024-01-03 09:50:00,21600.0,0.17813589272732577,0.1980443601264209,243275,296567,3454,4423
2024-01-03 09:55:00,21600.0,0.21700199890883123,0.21162186463936628,141805,491771,2811,2678
2024-01-03 10:00:00,21600.0,0.20468288014900354,0.1911211049743829,439383,449166,4838,1073
2024-01-03 10:05:00,21600.0,0.1439847759147586,0.1567568210826152,145373,496226,1556,2318
2024-01-03 10:10:00,21600.0,0.169376971426873,0.1856802869522568,133988,431641,1020,2905
2024-01-03 10:15:00,21550.0,0.18199557183813797,0.16282015989638707,291971,204057,3276,995
2024-01-03 10:20:00,21550.0,0.20289808995501787,0.1984632911157426,491150,126475,941,1612
2024-01-03 10:25:00,21550.0,0.1356791394646084,0.13756187003429726,385540,340759,4634,4552
2024-01-03 10:30:00,21600.0,0.12185762021774095,0.13756606023467813,171465,218524,3328,2267
2024-01-03 10:35:00,21600.0,0.12700221437192222,0.11847722323502864,113247,228648,1092,2701
2024-01-03 10:40:00,21550.0,0.16863451109370317,0.17762831359145406,472174,230182,1640,2964
2024-01-03 10:45:00,21550.0,0.18063294616533304,0.18919702087132428,499904,306748,877,4375
2024-01-03 10:50:00,21550.0,0.17688514370864813,0.18923336111943895,304365,125681,4785,938
2024-01-03 10:55:00,21550.0,0.15173624093221608,0.16679153714784523,308945,357957,2451,3867
2024-01-03 11:00:00,21550.0,0.21886161544124488,0.22585553819215953,462996,393534,983,4565
2024-01-03 11:05:00,21550.0,0.1779745219245797,0.19722047630102235,147481,411942,3281,1073
2024-01-03 11:10:00,21550.0,0.15801411726235504,0.15987759988173134,420197,455686,2022,2642
2024-01-03 11:15:00,21600.0,0.17509482191178968,0.17728314946318519,232911,242481,2611,4376
2024-01-03 11:20:00,21550.0,0.1945334430906502,0.2129180137530237,428472,199593,4523,2115
2024-01-03 11:25:00,21550.0,0.18692328934531846,0.20625002822498897,248018,295161,2641,3164
2024-01-03 11:30:00,21550.0,0.14649195576628093,0.1357986256794257,351325,384182,1278,4574
2024-01-03 11:35:00,21550.0,0.12663348344284414,0.13768295836584976,131920,424280,3309,812
2024-01-03 11:40:00,21550.0,0.15700841979141061,0.17253170531680168,318615,224301,3085,966
2024-01-03 11:45:00,21600.0,0.18297175070215643,0.1980824705128402,431349,167865,2636,778
2024-01-03 11:50:00,21600.0,0.14101740099148397,0.14423473308222567,229359,187720,799,3869
2024-01-03 11:55:00,21550.0,0.1952755553738814,0.2030834453665653,407420,365473,1777,2392
2024-01-03 12:00:00,21550.0,0.1266536481354115,0.1415345656934762,261085,223030,2347,1425
2024-01-03 12:05:00,21550.0,0.1460315098578541,0.13557106858598286,103113,205035,4188,554
2024-01-03 12:10:00,21550.0,0.20047545637433456,0.21495240671713825,290416,447268,2926,3173
2024-01-03 12:15:00,21550.0,0.13934342826233276,0.13276954451080375,110982,132151,2277,4771
2024-01-03 12:20:00,21550.0,0.183946088087994,0.19953466289306,460004,461030,886,1505
2024-01-03 12:25:00,21550.0,0.17246703091237336,0.16507247095772953,321847,184360,2611,618
2024-01-03 12:30:00,21550.0,0.21248079703993505,0.21941909013680272,409782,443143,4794,715
2024-01-03 12:35:00,21550.0,0.14632967704871108,0.14800632208678702,483368,288682,507,4300
2024-01-03 12:40:00,21550.0,0.12659610906840238,0.10968179087012792,355105,238373,3955,1560
2024-01-03 12:45:00,21550.0,0.19350659632886696,0.17775898644374097,394790,305338,2829,2596
2024-01-03 12:50:00,21550.0,0.19721780295432467,0.1900793824865075,346435,184228,4825,3694
2024-01-03 12:55:00,21550.0,0.2107815852503524,0.1966284017375569,251654,273225,2993,690
2024-01-03 13:00:00,21550.0,0.21319720691968375,0.2324922986440849,467912,410576,1177,3502
2024-01-03 13:05:00,21550.0,0.1213951572975597,0.10710244739660925,456106,493798,3597,1717
2024-01-03 13:10:00,21550.0,0.14343620861214204,0.1517431515041368,275922,213667,2013,4725
2024-01-03 13:15:00,21550.0,0.18167783570016577,0.1773644192022042,480227,407333,4656,1384
2024-01-03 13:20:00,21550.0,0.21490163206876164,0.2042746888305884,417692,171431,2295,4843
2024-01-03 13:25:00,21550.0,0.21501761192470797,0.2308843702380899,471473,365369,649,750
2024-01-03 13:30:00,21550.0,0.17566531881951564,0.1666869181850662,156164,154989,3154,4421
2024-01-03 13:35:00,21600.0,0.21156063497662747,0.20181717544068703,356975,360210,1179,4937
2024-01-03 13:40:00,21550.0,0.18415662089463375,0.16866191587117269,227689,331577,2774,3032
2024-01-03 13:45:00,21600.0,0.1590007714141246,0.16602727924390384,454038,352601,3487,3463
2024-01-03 13:50:00,21550.0,0.16859906670969096,0.17507937587872763,147675,493535,2882,1515
2024-01-03 13:55:00,21550.0,0.18043104829199733,0.19065796582256075,250587,435675,4225,2996
2024-01-03 14:00:00,21600.0,0.17495479215085624,0.1578331532280019,394273,249289,4208,4679
2024-01-03 14:05:00,21600.0,0.21261814267064538,0.20315067741959322,488767,173125,1830,3419
2024-01-03 14:10:00,21550.0,0.21187334356336063,0.22167617703338652,132408,174719,3558,1055
2024-01-03 14:15:00,21550.0,0.15948756129235547,0.17945749202103764,215423,143167,4784,4728
2024-01-03 14:20:00,21550.0,0.2163262528440712,0.2315841228634211,303946,401030,4556,2935
2024-01-03 14:25:00,21550.0,0.13739556666804642,0.12914652452387576,495977,361492,1110,2234
2024-01-03 14:30:00,21550.0,0.13263295194396374,0.11609113516414915,476385,473009,4522,1435
2024-01-03 14:35:00,21550.0,0.13350791580467314,0.11904018573265841,323689,212356,1320,2898
2024-01-03 14:40:00,21550.0,0.17056621656768967,0.19023474160646725,322377,129867,4476,3528
2024-01-03 14:45:00,21550.0,0.1221524805274198,0.13485195013089532,324623,307914,4766,1464
2024-01-03 14:50:00,21550.0,0.2147970211217681,0.2076518298254058,495564,306225,4981,3675
2024-01-03 14:55:00,21550.0,0.20271154711707323,0.19651365785023042,334048,361357,4935,1835
2024-01-03 15:00:00,21550.0,0.12150189807421223,0.12095075729751029,445560,185490,4151,2280
2024-01-03 15:05:00,21500.0,0.1376196255575055,0.11814112874696775,256317,265964,4613,2059
2024-01-03 15:10:00,21500.0,0.1532063574366837,0.15959671676631487,265046,216038,2736,1050
2024-01-03 15:15:00,21500.0,0.1330996844810917,0.13761571038739012,338608,366101,3936,3689
2024-01-03 15:20:00,21500.0,0.2009490692126582,0.18154374041035698,258664,382995,629,1241
2024-01-03 15:25:00,21500.0,0.15447366526832934,0.15442258525960598,356750,343595,746,2335
2024-01-04 09:15:00,21600.0,0.2140107482333367,0.20309224651168906,147522,256806,3271,2586
2024-01-04 09:20:00,21600.0,0.178201417994708,0.17149194991223635,374450,402205,2908,4798
2024-01-04 09:25:00,21600.0,0.2078831984411844,0.22787656734550168,293903,421138,4342,2232
2024-01-04 09:30:00,21600.0,0.20447344453922217,0.2212562773265041,264803,354063,2978,1534
2024-01-04 09:35:00,21600.0,0.21053923187086493,0.19195791122470401,286635,136971,4421,2559
2024-01-04 09:40:00,21600.0,0.1659880265816807,0.1497958111116385,317957,434281,1178,3801
2024-01-04 09:45:00,21600.0,0.17463468160203732,0.19135102543209784,402814,165327,3073,2166
2024-01-04 09:50:00,21600.0,0.19986035911520394,0.21112431874083498,443124,195992,4029,824
2024-01-04 09:55:00,21600.0,0.14857188517341474,0.16618033632909346,222183,436577,537,1711
2024-01-04 10:00:00,21600.0,0.16902535226199278,0.16975603942926654,448269,337401,1692,4623
2024-01-04 10:05:00,21600.0,0.17991103076458784,0.19735105330690605,317500,297851,2608,1658
2024-01-04 10:10:00,21650.0,0.12155332755508357,0.11860047660299301,285544,157647,1332,2110
2024-01-04 10:15:00,21650.0,0.17934814081966372,0.1669330293099174,221216,365895,4505,1827
2024-01-04 10:20:00,21650.0,0.16336763489894582,0.17730227848556715,165130,140355,4524,3424
2024-01-04 10:25:00,21650.0,0.20073605288848415,0.20662511901302452,469625,184412,803,2397
2024-01-04 10:30:00,21650.0,0.1515244803095373,0.1330151724145538,204287,428503,2981,3495
2024-01-04 10:35:00,21650.0,0.20928887085251513,0.20677998805578668,129481,343426,4262,4738
2024-01-04 10:40:00,21650.0,0.17778572152845354,0.1793673038573841,399733,458223,865,1625
2024-01-04 10:45:00,21650.0,0.1384010201627465,0.1455255695807998,325959,466128,4760,1458
2024-01-04 10:50:00,21650.0,0.19879292338255045,0.2121758079586333,145792,480498,4802,4700
2024-01-04 10:55:00,21650.0,0.18120311770449338,0.16434264243184732,147853,151903,4197,3282
2024-01-04 11:00:00,21650.0,0.1253909272073753,0.12791065610520105,266678,238981,3456,4939
2024-01-04 11:05:00,21650.0,0.1620193680001132,0.1422512175889017,203630,231630,1714,3015
2024-01-04 11:10:00,21650.0,0.18790688365654296,0.19780867746334413,284914,356376,2823,4166
2024-01-04 11:15:00,21650.0,0.21186017779775257,0.2192982851855871,184764,435067,2864,1325
2024-01-04 11:20:00,21650.0,0.12004020248913574,0.11403600529790683,486986,169273,1544,3945
2024-01-04 11:25:00,21650.0,0.21767591490310595,0.20072672699716249,124378,233592,2671,4892
2024-01-04 11:30:00,21650.0,0.15765803147457744,0.14287314442450427,283640,446890,3511,4474
2024-01-04 11:35:00,21650.0,0.21737835383583226,0.23536409413581783,459123,244344,2298,602
2024-01-04 11:40:00,21650.0,0.1804716100974053,0.18484173936671708,187840,141748,1824,4826
2024-01-04 11:45:00,21650.0,0.20288458079806931,0.20404138812482164,213318,128262,1268,1702
2024-01-04 11:50:00,21650.0,0.17747115047081022,0.1617160493271222,205533,137423,3674,2015
2024-01-04 11:55:00,21650.0,0.18280761983073504,0.16849047134149703,271583,214978,3845,946
2024-01-04 12:00:00,21650.0,0.14855762816956938,0.15932011989963646,439989,308485,618,4705
2024-01-04 12:05:00,21650.0,0.1786833340656083,0.178826236893847,295738,378933,2641,785
2024-01-04 12:10:00,21650.0,0.195002176370266,0.17684537033288336,316754,116953,3011,1938
2024-01-04 12:15:00,21650.0,0.20583138364290424,0.2138710393648217,119618,346658,4441,1424
2024-01-04 12:20:00,21650.0,0.195508218846768,0.21269661555079883,395811,387349,3112,985
2024-01-04 12:25:00,21650.0,0.1898057248447303,0.19970841713117604,203160,405872,4408,953
2024-01-04 12:30:00,21650.0,0.20644794300546,0.2046625820728763,232182,421076,2457,2130
2024-01-04 12:35:00,21650.0,0.15226809968367463,0.1349164831903982,149236,362579,2663,4855
2024-01-04 12:40:00,21650.0,0.18707887907875873,0.17927880290839263,346184,415646,514,3637
2024-01-04 12:45:00,21650.0,0.1650873936413349,0.16597090538152615,291629,177893,3275,915
2024-01-04 12:50:00,21650.0,0.15821027520315173,0.1723239847752665,353588,128319,1275,2497
2024-01-04 12:55:00,21650.0,0.16108113499221854,0.17863922426280746,419694,269259,729,3843
2024-01-04 13:00:00,21650.0,0.16014795834695406,0.1569345483451616,486185,368971,1099,3042
2024-01-04 13:05:00,21650.0,0.1517383945958277,0.1622054802953054,472711,403289,4159,2111
2024-01-04 13:10:00,21650.0,0.18219193679203013,0.1771613025284011,328702,248282,4818,2188
2024-01-04 13:15:00,21650.0,0.16302472708212642,0.16334256985489398,484607,105077,3685,887
2024-01-04 13:20:00,21650.0,0.2173802077927252,0.20672407070115573,389593,182789,1374,3078
2024-01-04 13:25:00,21650.0,0.1877800891434311,0.18314012623563464,451283,335893,2067,4112
2024-01-04 13:30:00,21650.0,0.13985698884271108,0.15475490650999443,372405,114494,3926,4896
2024-01-04 13:35:00,21650.0,0.16267010093480327,0.16366789030692822,347107,184772,1774,592
2024-01-04 13:40:00,21650.0,0.1543346239774423,0.1680877191411911,217301,100838,1768,3570
2024-01-04 13:45:00,21650.0,0.19976388039585666,0.1835848060412664,389195,370651,3925,1937
2024-01-04 13:50:00,21650.0,0.20799982885634316,0.22697107261467553,491439,178574,2222,4433
2024-01-04 13:55:00,21650.0,0.2103841955826372,0.19093720401803133,333954,151683,2473,3672
2024-01-04 14:00:00,21650.0,0.18627198123752622,0.19539433021315278,333530,311293,2110,991
2024-01-04 14:05:00,21650.0,0.14702082620297577,0.13281829403437675,318070,348542,1051,704
2024-01-04 14:10:00,21650.0,0.14523667015045896,0.1272260868988763,386991,414373,4901,551
2024-01-04 14:15:00,21650.0,0.20548979426974023,0.18604607106668924,371389,158203,3459,3901
2024-01-04 14:20:00,21650.0,0.17277146463087467,0.18405361534500608,276571,111255,2070,3215
2024-01-04 14:25:00,21650.0,0.2002161084004598,0.19820769920384648,277111,449749,4461,3027
2024-01-04 14:30:00,21650.0,0.17724885171916063,0.16319170589533316,498433,343867,4038,2984
2024-01-04 14:35:00,21650.0,0.19331425252875112,0.18022802615391034,148162,304625,3370,1719
2024-01-04 14:40:00,21650.0,0.17190116274640557,0.1869235608564985,424036,168020,932,3699
